32.8400273,-96.6736699,dallas
32.7723436,-96.754312,dallas
32.6799714,-96.651137,dallas
32.8170217,-96.7719364,dallas
32.7882575,-96.8042282,dallas
32.7728165,-96.8235415,dallas
32.7240415,-96.806114,dallas
32.6821429,-96.5940522,dallas
32.7363739,-96.7077606,dallas
32.9228502,-96.8377762,dallas
32.6255665,-96.9522234,dallas
32.9807989,-96.7853396,dallas
32.8124476,-96.7963685,dallas
32.8488415,-96.8310411,dallas
32.7577717,-96.7628962,dallas
32.8433871,-96.7721661,dallas
32.79862,-96.6935237,dallas
32.7159742,-96.7052284,dallas
32.8471438,-96.7650012,dallas
32.9285235,-96.7130869,dallas
32.9041106,-96.8221282,dallas
32.7326233,-96.8305118,dallas
32.7989716,-96.7829297,dallas
32.8188785,-96.8123147,dallas
32.8053122,-96.8197213,dallas
32.846968,-96.6866757,dallas
32.8559339,-96.8254415,dallas
32.6646276,-96.8347601,dallas
32.7299167,-96.8641969,dallas
32.6631866,-96.6681085,dallas
32.7913776,-96.763315,dallas
32.745994,-96.8773002,dallas
32.7188918,-96.8329488,dallas
32.8343501,-96.8813505,dallas
32.7995488,-96.843631,dallas
32.8556677,-96.6601519,dallas
32.7720685,-96.6817793,dallas
32.9612683,-96.770125,dallas
32.8033925,-96.7356071,dallas
32.8071032,-96.7048944,dallas
32.8245161,-96.8354565,dallas
32.7150137,-96.8310912,dallas
32.7077785,-96.8412427,dallas
32.8257628,-96.7641407,dallas
32.9214694,-96.8034087,dallas
32.954373,-96.7889024,dallas
32.7753666,-96.8569482,dallas
32.6685537,-96.7606722,dallas
32.7715933,-96.9174957,dallas
32.7325793,-96.894761,dallas
32.8394585,-96.7600012,dallas
32.7287995,-96.6531508,dallas
32.9256809,-96.709374,dallas
32.7232373,-96.8973053,dallas
32.659652,-96.8311722,dallas
32.7352491,-96.7525542,dallas
32.8694222,-96.6915147,dallas
32.8684727,-96.7905902,dallas
32.8410333,-96.736548,dallas
32.8513477,-96.7328656,dallas
32.7047804,-96.6512221,dallas
32.8062738,-96.8495382,dallas
32.7422389,-96.6590025,dallas
32.9050517,-96.7160297,dallas
32.913228,-96.7602052,dallas
32.763115,-96.6628281,dallas
32.8240467,-96.8381689,dallas
32.738631,-96.8206437,dallas
32.9192343,-96.7959397,dallas
32.7296257,-96.6553024,dallas
32.8236578,-96.7662881,dallas
32.9862864,-96.7921388,dallas
32.7663316,-96.7091232,dallas
32.7595218,-96.6657745,dallas
32.8850357,-96.7232636,dallas
32.8174902,-96.8471203,dallas
32.8232736,-96.8600413,dallas
32.7753687,-96.6991823,dallas
32.8497237,-96.7632849,dallas
32.8910233,-96.7775906,dallas
32.7809293,-96.7059107,dallas
32.8666889,-96.806087,dallas
32.6588061,-96.8348387,dallas
32.8695237,-96.8454971,dallas
32.7718794,-96.7204673,dallas
32.8530552,-96.7475259,dallas
32.7695343,-96.9068288,dallas
32.8240767,-96.6733,dallas
32.6811695,-96.8935232,dallas
32.7842747,-96.8530817,dallas
32.8313333,-96.7790131,dallas
32.8625245,-96.8324528,dallas
32.7468903,-96.8189464,dallas
32.7554418,-96.6823411,dallas
32.7953789,-96.7636262,dallas
32.7782669,-96.7676147,dallas
32.8391816,-96.6589101,dallas
32.8758366,-96.7369237,dallas
33.006521,-96.8033844,dallas
32.8051476,-96.7193444,dallas
32.7212584,-96.7709372,dallas
32.7926585,-96.791113,dallas
32.7968427,-96.7556908,dallas
32.8628861,-96.7571261,dallas
32.826709,-96.7794119,dallas
32.9855527,-96.8060585,dallas
32.8792264,-96.7821036,dallas
32.7685455,-96.871049,dallas
32.8212286,-96.6705937,dallas
32.6989287,-96.5969248,dallas
32.8044377,-96.7453921,dallas
32.8024169,-96.7467946,dallas
32.8804814,-96.8445764,dallas
32.9001778,-96.8568592,dallas
32.8934242,-96.9062784,dallas
32.7337841,-96.8694527,dallas
32.7575529,-96.7620744,dallas
32.7385042,-96.8783705,dallas
32.7145793,-96.7444274,dallas
32.8125062,-96.7731951,dallas
32.7676869,-96.681113,dallas
32.8614466,-96.6775317,dallas
32.7084763,-96.7971452,dallas
32.744991,-96.8787436,dallas
32.6455257,-96.9499919,dallas
32.735081,-96.6849823,dallas
32.8085459,-96.8138538,dallas
32.8884062,-96.7675316,dallas
32.7146358,-96.8955311,dallas
32.81885,-96.6629694,dallas
32.8298169,-96.7683365,dallas
32.8178472,-96.8494118,dallas
32.7307481,-96.8830372,dallas
32.6616188,-96.8648671,dallas
32.7434638,-96.6676455,dallas
32.817379,-96.681015,dallas
32.7256914,-96.8726606,dallas
32.7511457,-96.8584623,dallas
32.7427896,-96.855662,dallas
32.9304167,-96.7677595,dallas
32.8807725,-96.7901988,dallas
32.7740183,-96.7058194,dallas
32.7404691,-96.7028351,dallas
32.900736,-96.7471175,dallas
32.991392,-96.7992814,dallas
32.8806618,-96.7679334,dallas
32.747627,-96.8546021,dallas
32.8339504,-96.8316497,dallas
32.7094051,-96.7982293,dallas
32.8141235,-96.7997888,dallas
32.7353681,-96.8306277,dallas
32.7346196,-96.8732771,dallas
32.7896872,-96.7383869,dallas
32.892696,-96.8883363,dallas
32.7692689,-96.7531525,dallas
32.7297338,-96.8852918,dallas
32.6267359,-96.9484568,dallas
32.864927,-96.7296898,dallas
32.7202218,-96.7627871,dallas
32.8998977,-96.8924001,dallas
32.8639324,-96.8108483,dallas
32.7787024,-96.9147651,dallas
32.9014693,-96.7458695,dallas
32.712448,-96.8050781,dallas
32.7765706,-96.8598331,dallas
32.7967326,-96.7446835,dallas
32.669556,-96.8746887,dallas
32.7723938,-96.7038691,dallas
32.8443896,-96.7665323,dallas
32.6791712,-96.7568721,dallas
32.7384417,-96.8576661,dallas
32.7779144,-96.9109122,dallas
32.8752508,-96.7056024,dallas
32.8008223,-96.6925312,dallas
32.988072,-96.8073877,dallas
32.6530706,-96.8404382,dallas
32.7580855,-96.8361485,dallas
32.7977206,-96.7467454,dallas
32.9413677,-96.7737569,dallas
32.9322477,-96.7455309,dallas
32.8177164,-96.8041002,dallas
32.9734725,-96.8026043,dallas
32.6846148,-96.7881365,dallas
32.7726171,-96.8635931,dallas
32.8252128,-96.779225,dallas
32.6819994,-96.8118404,dallas
32.6829076,-96.5948054,dallas
32.8033569,-96.7969159,dallas
32.7836786,-96.7797557,dallas
32.8505969,-96.8188868,dallas
32.7187958,-96.6833334,dallas
32.975684,-96.773079,dallas
32.9898736,-96.7934486,dallas
32.7924316,-96.8790278,dallas
32.7569106,-96.6808846,dallas
32.8039493,-96.7390141,dallas
32.7335385,-96.646908,dallas
32.6908877,-96.6460811,dallas
32.7340281,-96.8551556,dallas
32.6473567,-96.7472729,dallas
32.7147515,-96.6841785,dallas
32.8027867,-96.8092819,dallas
32.8258314,-96.7586323,dallas
32.8125257,-96.7957403,dallas
32.734642,-96.8617734,dallas
32.6977259,-96.7991893,dallas
32.841294,-96.7006043,dallas
32.7111751,-96.6917155,dallas
32.8038061,-96.7987452,dallas
32.7537415,-96.7623727,dallas
32.7867913,-96.7562597,dallas
32.653316,-96.7707667,dallas
32.6918473,-96.6812904,dallas
32.680708,-96.8196537,dallas
32.822764,-96.7699198,dallas
32.8269354,-96.6862898,dallas
32.7435286,-96.8789523,dallas
32.7954575,-96.7827915,dallas
32.7643681,-96.7621575,dallas
32.722848,-96.8835202,dallas
32.8075251,-96.7984273,dallas
32.6678181,-96.9422438,dallas
32.7861988,-96.804309,dallas
32.8131632,-96.803143,dallas
32.8749717,-96.7165468,dallas
32.8970307,-96.901843,dallas
32.7550041,-96.8355913,dallas
32.9383037,-96.7619468,dallas
32.7221077,-96.6750106,dallas
32.7241352,-96.8885506,dallas
32.8127388,-96.7419047,dallas
32.9117321,-96.8375209,dallas
32.7937275,-96.8164758,dallas
32.6507036,-96.832706,dallas
32.7838798,-96.7782833,dallas
32.7586385,-96.7815844,dallas
32.7772044,-96.8508912,dallas
